Train No	Train Name
9720	AII-JP/HSP
9721	JP-UDZ SF SPL
9722	UDZ-JP SF SPL
9723	JP-SWM CAUTH MATA MELA SP
9724	RE JP SF SPL
9727	JP INDB SF SPL
9728	IND-JP SF SPL
9733	HMH KOTA SPECIA
9734	KOTA-HMH HSP
9735	SC-JP EXPRESS
9736	JP-SC EXPRESS
9761	APH-SOG HOLIDAY PASS
9762	SOG-APH HOLIDAY PASS
9763	APH-SOG PASS
9764	SOG-APH HOLIDAY SPL
9767	JP SWM EXP
9768	SWM JP CAUTH MATA MELA SP
9769	JP - FL PASS SPECIAL
9770	FL - JP PASS SPECIAL
9771	JP RE EXAM SPL
9772	RE JP EXAM SPL
9801	KOTA-UDZ EXP.
9802	UDZ KOTA SPL
9803	KOTA-JP HOLIDAY
9804	KOTA-JP HOLIDAY
9807	KOTA-NZM DAILY SUPERFAST
9808	NZM-KOTA DAILY SUPERFAST
9813	KOTA-ALL EXP
9814	KOTA-ALL EXP
10001	BTC-HBG SATPURA EXP
10002	JBP-BTC SATPURA EXP
10103	MANDAVI EXPRESS
10104	MANDVI EXPRESS
10111	MADGAON EXPRESS
10112	KONKAN KANYA EXPRESS
10215	MAO-ERS
10216	ERS-MAO SPL
11001	SNSI-PVR EXP
11002	PVR-SNSI EXP
11003	DR-SWV RAJYA RANI EXP
11004	SWV-DR RAJYA RANI EXP
11005	DR-PDY EXPRESS
11006	PDY-DR EXPRESS
11007	DECCAN EXPRESS
11008	DECCAN EXPRESS
11009	SINHAGAD EXP
11010	SINHAGAD EXP
11011	MAHALAXMI EXP
11012	MAHALAXMI EXP
11013	COIMBATORE EXP
11014	LOKMANYA TT EXP
11015	KUSHINAGAR EXP
11016	KUSHINAGAR EXP
11017	CHALUKYA EXPRES
11019	KONARK EXPRESS
11020	KONARK EXPRESS
11021	DR-TEN EXPRESS
11022	TEN-DR EXPRESS
11023	SAHYADRI EXPRES
11024	SAHYADRI EXP
11025	BSL-PUNE EXPRESS
11026	PUNE-BSL EXPRESS
11027	CSTM-MAS MAIL
11028	MAS-CSTM MUMBAI MAIL
11029	KOYNA EXPRESS
11030	KOYNA EXPRESS
11033	PUNE-DBG EXPRESS
11034	DBG-PUNE EXPRESS
11035	SHARAVATHI EXP
11036	SHARAVATI EXP
11037	PUNE-GKP EXPRESS
11038	GKP-PUNE EXPRESS
11039	MAHARASHTRA EXP
11040	MAHARASHTRA EXP
11041	CSTM -MAS EXPRESS
11042	MAS-CSTM MUMBAI EXPRESS
11043	LTT-MADURAI EXPRESS(W)
11044	LTT-MADURAI EXPRESS(W)
11045	KOP-DHN EXPRESS
11046	DHN-KOP EXPRESS
11047	MRJ UBL EXP
11048	UBL MRJ EXPRESS
11049	ADI-KOP EXPRESS
11050	KOP-ADI EXPRESS
11051	SUR - KOP EXPRESS
11052	KOP - SUR EXPRESS
11055	GODAN EXPRESS
11056	GODAN EXPRESS
11057	DR-AMRITSAR EXP
11058	ASR DR EXPRESS
11059	CHHAPRA EXPRESS
11060	CPR LTT EXPRESS
11061	LTT-MFP PAWAN EXPRESS
11062	MFP-LTT PAWAN EXPRESS
11063	MS SA SUPER FAST EXP
11064	SA MS SUPERFAST
11065	LTT DBG EXPRESS
11066	DBG LTT EXPRESS(TW)
11067	LTT-FD EXPRESS
11068	FD-LTT EXPRESS
11069	TULSI EXP
11070	TULSI EXPRESS
11071	KAMAYANI EXPRES
11072	KAMAYANI EXPRES
11077	JHELUM EXPRESS
11078	JHELUM EXPRESS
11087	VRL-PUNE EXPRESS
11088	PUNE-VRL EXPRESS
11089	JU-PUNE EXPRESS
11090	PUNE-JU EXPRESS
11091	NBVJPUNE EXPRESS
11092	PUNE-NBVJ EXPRESS
11093	MAHANAGARI EXP
11094	MAHANAGARI EXP
11095	ADI-PUNE EXPRESS
11096	PUNE-ADI EXPRESS
11097	PUNE-ERS EXPRESS
11098	ERS-PUNE EXPRESS
11103	JHS-BDTS
11104	BDTS-JHS
11105	P.SWATANTRATA SANG. EXP
11106	P.SWATANTRA S. EXP
11107	BUNDELKHAND EXP
11108	BUNDELKHAND EXP
11109	JHS-LKO INTERCITY
11110	LKO -JHS INTERCITY
11111	TEST TRAIN
11123	BARAUNI-GWL MAIL
11124	GWALIAR-BJU MAIL
11125	IND-GWL EXP
11126	GWL-IND EXP
11265	JBP-ABKP EXP
11266	ABKP-JBP EXP
11271	VINDHYACHAL EXP
11272	VINDHYACHAL EXP
11301	UDYAN EXPRESS
11302	UDYAN EXP
11303	HYB-KOP EXPRESS
11304	KOP-HYB EXPRESS
11401	NANDIGRHAM EXP
11402	NADHIGRAM EXP
11403	NGP-KOP EXPRESS
11404	KOP-NGP EXPRESS
11405	PUNE-AMRAVATI EXPRESS
11406	AMRAVAI-PUNE EXPRESS
11423	SUR-GDG EXPRESS
11424	GDG-SUR EXPRESS
11447	SHAKTIPUNJ EXP
11448	SHAKTIPUNJ EXP
11449	JBP-JAT EXPRESS
11450	JAT-JBP EXPRESS
11451	JBP-REWA INTERCITY
11452	REWA-JBP INTERCITY
11453	PRERANA EXPRESS
11454	PRERANA EXPRESS
11463	SMNH-JBP EXPRESS
11464	JBP -SMNH EXPRESS
11465	SMNH-JBP EXPRESS
11466	JBP-SMNH EXP
11471	IND-JBP OVERNIGHT EXP
11472	JBP- IND OVERNIGHT EXP
11651	JBP-SGRL INTERCITY EXP
11652	SGRL-JBP INTERCITY EXP
11701	JBP-INDB INTERCITY
11702	INDB-JBP INTERCITY EXP
11703	REWA-INDB INTERCITY EXP.
11704	INDB-REWA INTERCITY EXP
12001	BPL - NDLS EXPRESS
12002	NDLS - BPL EXPRESS
12003	LKO-NDLS SHATABDI EXP.
12004	LKO SHATABDI
12005	NDLS-KLK- SHATABDI
12006	KLK SHATABDI
12007	SHATABDI EXP
12008	SHATABDI EXP
12009	SHATABDI EXP
12010	SHATABDI EXP
12011	NDLS-KLK - SHATABDI
12012	KLK SHATABDI
12013	ASR SHATABDI
12014	ASR SHATABDI
12015	NDLS-AII
12016	AII-NDLS
12017	NDLS - DDN SHATABDI
12018	DDN - NDLS - SHATABDI
12019	HOWRAH RANCHI SHATABDI EX
12020	RNC HWH SHATABDI EXP
12021	HOWRAH-BARABIL JAN SHATAB
12022	BARABIL-HOWRAH JAN SHATAB
12023	HOWRAH PATNA JANSHATABDI
12024	PATNA HOWRAH JANSHATABDI
12025	PUNE-SC SHATABDI
12026	SC-PUNE SHATABDI
12027	MAS-SBC SHATABDI EXP
12028	SBC-MAS SHATABDI EXP
12029	SWARNA SHATABDI EXPRESS
12030	SWARNA SHATABDI EXPRESS
12031	NDLS-ASR-SHATABADI
12032	ASR-NDLS SHATABDI
12033	SHATABDI
12034	SHATABDI
12035	JP AF SHATABDI EXP
12036	AF - JP SHATABDI EXP
12037	NDLS-LDH SHT
12038	LDH-NDLS SHT
12039	KGM-ANVT SHATABDI EXPRESS
12040	ANVT-KGM SHATABDI EXPRESS
12041	HWH - NJP SHATABDI EXP
12042	NJP - HWH SHATABDI EXP
12043	NDLS-MOGA SHATABDI
12044	MOGA-NDLS SHATABDI
12045	NDLS-CDG SHATABDI EXPRESS
12046	CDG-NDLS SHATABDI EXPRESS
12051	JAN SHATABDI EXPRESS
12052	MAO-DR JAN SHB EXP
12053	HW-ASR EXP
12054	ASR-HW EXP
12055	DDN JANSHATABDI
12056	NEWDELHI JAN SHATABDI EXP
12057	NDLS-NLDM- JANSHATABDI
12058	NDLS JANSHTB EXPRESS
12059	KOTA JAN SHATABDI EXPRESS
12060	KOTA JAN SHATABDI EXPRESS
12061	JBP JAN SHATABDI EXPRESS
12062	HBJ JAN SHATABDI EXPRESS
12063	HW UHL LINK JSH
12064	UHL HW LINK JSH
12067	JANSHATABDI EXPRESS
12068	JANSHATBDI EXPRESS
12069	RIG G JANSHATABDI
12070	G RIG JANSHATABDI
12071	JANSHATABDI EXPRESS
12072	JANSHATABDI EXPRESS
12073	HWH-BBS JAN SHATABDI
12074	BBS-HWH JAN SHATABDI
12075	CLT - T VC JAN SHATABDI
12076	TVC - CLT JAN SHATABDI
12077	MAS-BZA JAN SHATABDI EXP
12078	BZA-MAS-JAN SHATABDI EXP
12079	JANSHATABDI EXP
12080	JAN SHATABDI EXP
12081	CAN - TVC JAN SHATABDI
12082	TVC - CAN JAN SHATABDI
12083	MV-CBE JANSHATABDI EXP
12084	CBE-MV JAN SHATABDI EXP
12101	LTT-HW GYANESWARI EXPRES
12102	JNANESWARISUPDL
12103	PUNE-LKO EXPRESS
12104	LJN-PUNE EXPRESS
12105	VIDARBHA EXP
12106	VIDARBHA EXP
12107	LTT-LJN EXPRESS
12108	LJN-LTT EXPRESS
12109	PANCHAVATI EXP.
12110	PANCHAVTI EXP
12111	CSTM-AMI SF EXPRESS
12112	AMI-CSTM SF EXPRESS
12113	PUNE-NGP GARIB RATH
12114	NGP-PUNE GARIB RATH
12115	CSTM-SUR SIDDHESWAR EXP.
12116	SUR-CSTM SIDDHESWAR EXP
12117	GODAVARI EXP
12118	LTT-MMR EXPRESS
12119	AMRAVATI-NGP EXPRESS
12120	NGP-AMI EXPRESS
12121	M P SMPRK KRNTI
12122	M P S KRANTI EXP
12123	DECCAN QUEEN EXPRESS
12124	DECCAN QUEEN EXPRESS
12125	PRAGATI EXPRESS
12126	PRAGATI EXPRESS
12127	INTERCITY EXP
12128	INTERCITY EXP
12129	AZAD HIND EXP
12130	HOWRAH PUNE AZAD HIND EXP
12131	DR-SNSI SUPER FAST EXP
12132	SNSI-DR SUPER FAST EXP
12133	CSTM-MAJN EXPRESS
12134	MAJN-CSTM EXPRESS
12135	PUNE-NGP EXPRESS
12136	NGP-PUNE EXPRESS
12137	PUNJAB MAIL
12138	PUNJAB MAIL
12139	SEWAGRAM EXP.
12140	SEWAGRAM EXP.
12141	CSTM-RJPB EXPRESS
12142	RJPB CST SUPER FAST EXP.
12143	LTT-SLN SF EXPRESS
12144	SLN-LTT SF EXPRESS
12145	LTT-PURI WEEKLY EXP.
12146	PURI-LTT WEEKLY EXP.
12147	KOP-NZM EXPRESS
12148	NZM-KOP EXPRESS
12149	PUNE-PNBE EXPRESS
12150	PNBE-PUNE EXPRESS
12151	SAMARSATA EXP
12152	HWH-LTT SAMRASTA EXP
12153	LTT-HBJ EXPRESS
12154	HBJ-LTT EXPRESS
12155	SHAN-E-BPL EXPRESS
12156	SHAN-E- BHOPAL EXPRESS
12157	HUTATMA EXPRESS
12158	HUTATMA EXPRESS
12159	AMI- JBP SUP EXP
12160	JBP-AMI  SUP EXP
12161	LASHKAR EXPRESS
12162	LASHKAR EXPRESS
12163	CHENNAI EXPRESS
12164	MS DR SUPERFAST
12165	LTT BSB SUP EXP
12166	BSB LTT SUP EXP
12167	LTT(T)-BSB SF EXPRESS
12168	BSB-LTT SF EXPRESS
12169	PUNE-SUR EXPRESS
12170	SUR-PUNE EXPRESS
12171	LTT - HW SUPER FAST EXP
12172	HW - LTT SUPER FAST EXP
12173	LTT-CNB EXPRESS
12174	CNB-LTT EXPRESS
12175	CHAMBAL EXP
12176	CHAMBAL EXPRESS
12177	CHAMBAL EXP
12178	CHAMBAL EXP
12179	INTERCITY
12180	INTERCITY
12181	JBP -AII SF EXPRESS
12182	AII - JBP SF EXPRESS
12183	BPL LKO EXPRESS
12184	LKO BPL EXPRESS
12185	REVANCHAL EXP
12186	REWANCHAL EXP
12187	JBP - CSTM GARIB RATH
12188	CSTM - JBP GARIB RATH
12189	MAHA KAUSHAL EXPRESS
12190	MAHA KAUSHAL EXPRESS
12191	SHRIDHAM SUPER FAST EXP
12192	SHRIDHAM SUPER FAST EXP
12195	INTERCITY SUPERFAST
12196	INTERCITY SUPERFAST
12197	BPL-GWL-INTERCITY
12198	GWL-BPL-INTERCITY
12201	LTT KCVL GARIB RATH
12202	KCVL-LTT GARIB RATH
12203	GARIB RATH
12204	GRIB RATH
12205	NDLS-DDN A C EXPRESS
12206	DDN-NDLS AC SPL
12207	KGM-JAT GARIB RATH
12208	JAT-KGM GARIBRATH
12209	CNB-KGM GARIBRATH
12210	KGM-CNB GARIBRATH
12211	MFP-ANVT GARIBRATH EXP
12212	ANVT-MFP GARIBRATH EXP
12213	DEE-YPR DURANTO EXPRESS
12214	YPR DURONTO EXPRESS
12215	DEE-BDTS GARIBRATH
12216	BDTS-DEE GARIBRATH
12217	KERALA S.KRANTI EXP
12218	KERALA S.KRANTI EXP
12219	LTT-SC DURANTO EXP
12220	SC-LTT DURANTO EXP
12221	PA-HWH DURANTO EXP
12222	HWH-PUNE DURANTO EXP
12223	LTT-ERS DURONTO EXPRESS
12224	ERS-LTT DURONTO EXPRESS
12225	KAIFIAT EXP
12226	KAIFIAT EXP
12227	BCT - IND DURONTO EXP
12228	IND - BCT  DURANTO EXP
12229	LUCKNOW MAIL
12230	LUCKNOW MAIL
12231	LKO - CDG EXP
12232	CDG - LKO EXP
12233	LKO-NDLS AC SUPERFAST EX
12234	NDLS-LKO SUPERFAST EXP.
12235	GHY-NDLS RAJDHANI
12236	NDLS-GHY RAJDHANI
12237	BSB-JAT EXP.
12238	JAT-BSB EXP.
12239	BCT - JP AC DURANTO
12240	JP - BCT AC DURANTO
12241	CDG-ASR SUPERFAST
12242	ASR-CDG SUPERFAST
12243	MAS-CBE AC DURANTO EXP
12244	CBE-MAS AC DURANTO EXP
12245	HWH - YPR WEEKLY DURANTO
12246	YPR - HWH WEEKLY DURANTO
12247	BDTS-NZM YUVA SF AC EXP
12248	NZM-BDTS YUVA SF AC EXP
12249	HWH-NDLS YUVA EXP
12250	NDLS-HWH YUVA EXP
12251	WAINGANGA EXPRESS
12252	YPR-BGP EXPRESS
12253	YPR-BGP EXPRESS
12254	BGP-YPR EXPRESS
12255	YPR-PDY  GARIBRATH
12256	PDY-YPR GARIBRATH
12257	YPR-KCVL EXPRESS
12258	KCVL-YPR EXPRESS
12259	SDAH-NDLS DURONTO EXP
12260	NDLS-SDAH DURONTO EXP
12261	CSTM-HWH DURANTO EXPRESS
12262	HWH-CSTM DURANTO EXPRESS
12263	PUNE-NZM DURANTO
12264	NZM-PUNE DURANTO
12265	DEE-JAT DURONTO
12266	JAT-DEE
12267	BCT-ADI-DURANTO
12268	ADI-BCT DURANTO AC EXP
12269	MAS-NZM DURONTO EXPRESS
12270	NZM-MAS DURANTO EXP
12271	LKO-NDLS
12272	NDLS-LKO
12273	HWH-NDLS DORONTO
12274	NDLS-HWH DORONTO
12275	ALD-NDLS-DURANTO
12276	NDLS-ALD-DURANTO
12277	HWH-PURI SHATABDI EXP
12278	PURI-HWH SHATABDI EXP.
12279	TAJ EXPRESS
12280	TAJ EXPRESS
12281	BBS-NDLS DURONTO
12282	NDLS-BBS DURONTO
12283	ERS-NZM DURONTO EXPRESS
12284	NZM-ERS DURONTO EXPRESS
12285	SC-NZM -DORONTO
12286	NZM-SC DURANTO
12287	KCVL-DDN EXP
12288	DDN-KCVL EXP
12289	CSTM-NGP DURONTO
12290	NGP-CSTM DURONTO
12291	YPR-MAS EXP
12292	MAS-YPR EXP
12293	LTT-ALD DURANTO EXPRESS
12294	ALD-LTT DURANTO EXP
12295	SANGHAMITRA EXP
12296	PNBE-SBC SANGHMITRA EXP.
12297	ADI-PUNE DURONTO EXP
12298	PUNE-ADI DORUNTO
12301	KOLKATA RAJDHANI EXPRESS
12302	KOLKATA RAJDHANI EXPRESS
12303	POORVA EXPRESS
12304	POORVA EXPRESS
12305	KOLKATA RAJDHANI EXPRESS
12306	KOLKATA RAJDHANI EXPRESS
12307	HWH-JU EXP
12308	JU-HWH SUPFAST
12309	PATNA RAJDHANI EXPRESS
12310	PATNA RAJDHANI EXPRESS
12311	HWH DLIKLK MAIL
12312	KLK DLI HWH MAIL
12313	SDAH RAJDHANI EXPRESS
12314	SDAH RAJDHANI EXPRESS
12315	ANNANYA  EXPRES
12316	ANANYA EXPRESS
12317	AKAL TAKHT EXP
12318	ASR SEALDAH EXP
12319	KOAA-AGC WEEKLY EXP VIA K
12320	AGC-KOAA WEEKLY EXP VIA-K
12321	HWH MUMBAI MAIL
12322	CALCUTTA MAIL
12323	HWH NDLS EXPRES
12324	NDLS HWH EXPRES
12325	KOAA-NANGALDAM WKLY EXP
12326	NLDM-KOAA WKLY EXP
12327	HWH-DDN UPASONA EXP
12328	DDN-HWH UPASONA EXP
12329	SAMPARK KRANTI EXP
12330	SAMPARKRANTI EXP
12331	HIMGIRI EXPRESS
12332	HIMGIRI EXPRESS
12333	VIBHUTI EXPRESS
12334	VIBHUTI EXPRESS
12335	BGP-LT(T) EXP
12336	LTT-BGP EXP
12337	SHANTINIKETAN EXP
12338	SHANTINIKETAN EXP.
12339	COALFIELD EXP
12340	COALFIELD EXPRESS
12341	AGNIVEENA EXP
12342	AGNIVEENA EXP
12343	DARJEELING MAIL
12344	DARJEELING MAIL
12345	SARAIGHAT EXP
12346	SARAIGHAT EXP
12347	HWH RPH EXP
12348	RPH HWH EXP
12349	BGP-NDLS WEEKLY EXPRESS
12350	NDLS-BGP WEEKLY EXPRESS
12351	DANAPUR EXPRESS
12352	DANAPUR EXP
12353	HWH-LKU
12354	LKU-HWH WKLY EXP
12355	ARCHNA EXPRESS
12356	ARCHNA EXPRESS
12357	KOLKATA-ASR S/FAST EXP
12358	ASR-KOL S/FAST EXP.
12359	KOLKAT - PNBEGARIB RATH
12360	PNBE-KOLKATA GARIB RATH
12361	ASN-CSTM EXP
12362	CSTM-ASN EXP
12363	CP-HDB TRI-WEEKLY I/C EX
12364	HDB-CP TRI-WEEKLY I/C EX
12365	PNBE-RNC JANSHATABDI EXP
12366	RNC-PNBE JANSHATBDI EXP.
12367	BHAGALPUR - ANVT VIKR
12368	VIKRAMSHILA EXP
12369	HWH-HW KUMV EXP
12370	HW-HWH KUMV EXP
12371	HWH-JSM WEEKLY EXPRESS
12372	JSM-HWH WEEKLY EXPRESS
12373	SDAH-RPH INTERCITY
12374	RPH-SDAH INTERCITY EXP
12375	MAS-ASN WKLY EXPRESS
12376	ASN-MAS WLKY EXPRESS
12377	SDAH - NJP PADATIK EXP
12378	NJP-SDAH PADATIKEXP
12379	SDAH-ASR EXP
12380	ASR-SDAH EXP
12381	POORVA EXPRESS
12382	POORVA EXPRESS
12383	SDAH-ASN INTERCITY EXP.
12384	ASN- SDAH SUF INTERCITY
12385	HWH-DHN DOUBLE DECKER EXP
12386	DHN-HWH DOUBLE DECKER
12387	JAN SADHARAN EXP
12388	JAN SADHARAN EXP
12389	GAYA-CHENNAI-EGMORE EXPR
12390	CHENNAI-EGMORE GAYA-EXPR
12391	SHRAMJEEVI EXPRESS
12392	SHRAMJEEVI EXPRESS
12393	SAMPOORNA KRANTI EXPRESS
12394	SAMPOORNKRANTI EXPRESS
12395	ZIYARAT EXPRESS
12396	ZIYARAT EXPRESS
12397	MAHABODHI EXP
12398	MAHABODHI EXP
12401	MAGADH EXPRESS
12402	MAGADH EXPRESS
12403	ALD-MTJ EXP
12404	MTJ-ALD EXP
12405	GONDWANA EXP
12406	NZM BSL EXPRESS
12407	KARMABHOOMI SUPERFAST
12408	KARMABHOOMI SUPERFAST
12409	GONDWAN EXPRESS
12410	GONDWANA EXPRES
12411	GONDWANA EXP
12412	GONDWANA EXPRES
12413	PUJA EXPRESS
12414	JAT-JP POOJA EXP
12415	IND NZM EXPRESS
12416	INTERCITY  EXP
12417	PRAYAGRAJ EXP
12418	PRAYAGRAJEXP
12419	GOMTI EXP
12420	GOMTI EXPRESS
12421	NED-ASR SUPERFAST EXPRESS
12422	ASR-NED SUPERFAST EXPRESS
12423	DBRT-NDLS RAJDHANI
12424	NDLS-DBRT RAJDHANI
12425	NDLS-JAT RAJDHANI
12426	JAT-NDLS RAJDHANI
12427	REWA-ANVT EXPRESS
12428	ANVT-REWA EXPRESS
12429	BANGALORE RAJDHANI EXPRES
12430	BANGALORE RAJDHANI EXPRES
12431	TVC-NZM RAJDHANI EXP
12432	NZM-TVC RAJDHANI EXP
12433	MAS-NZM RAJDHANI EXP
12434	NZM-MAS RAJDHANI EXP
12435	DBRT - NDLS RAJDHANI
12436	NDLS - DBRT RAJDHANI
12437	RAJDHANI EXP
12438	NZM SC RAJDHANI EXPRESS
12439	RNC NDLS RAJDHANI EXPRESS
12440	NDLS RNC RAJDHANI EXPRESS
12441	BSP-NDLS
12442	NDLS-BSP
12443	HLZ-ANVT EXPRESS
12444	ANVT-HLZ EXPRESS
12445	UTTAR SMPRK KRANTI EXP
12446	UTTAR SMPRK KRANTI EXP
12447	U S KRANTI EXPRESS
12448	U P S KRANTI EXP
12449	GOA SMPRK K EXP
12450	GOA SMPRK KRANTI EXP
12451	SHRAM SHKTI EXP
12452	SHRAM SHKTI EXP
12453	RNC-NDLS
12454	NDLS-RNC
12455	DEE-SGNR EXPRESS
12456	SGNR-DEE  EXPRESS
12457	DEE-BKN EXP
12458	BKN-DEE EXP
12459	ASR-NDLS EXPRESS
12460	ASR-NDLS EXPRESS
12461	MANDOR EXPRESS
12462	MANDOR EXPRESS
12463	DEE-JU RAJ.SAMPARK.K.
12464	JU-DEE RAJ.SAMPARK.K.
12465	INDB - JU RANTHMBORE EXP.
12466	JU -INDB RANTHAMBORE S/F
12467	BKN-JP INTERCITY
12468	JP- BKN INTERCITY
12469	CNB-JAT EXPRESS
12470	JAT-CNB EXPRESS
12471	SWARAJ EXPRESS
12472	SWARAJ EXPRESS
12473	SARVODAYA EXP
12474	SARVODAYA EXP
12475	HAPA JAT EXPRES
12476	SARVODAYA EXP
12477	JAM JAT EXPRESS
12478	JAT JAMNAGR EXP
12479	SURYA NAGRI EXP.
12480	SURYA NAGRI EXP.
12481	DLI-SGNR INTERCITY
12482	SGNR-DLI INTERCITY
12483	KCVL EXPRESS
12484	KCVL EXPRESS
12485	NED-SGNR SUPERFAST
12486	SGNR-NED SUPERFAST
12487	JBN-ANVT SUPERFASTEXPRES
12488	ANVT-JBNSUPERFAST EXPRES
12489	BKN-DDR SF EXP
12490	DDR-BKN SF EXP
12491	MOURDHWAJ EXPRESS
12492	MOURDHAJ EXP
12495	BKN-KOAA  SF EXP.
12496	KOAA-BKN SF EXP.
12497	SHANE PUNJAB EXPRESS
12498	SHANE PUNJAB EXPRESS
12501	POORVATTAR S KRANTI EXP
12502	POORVATTAR SK EXPRESS
12505	NORTHEAST EXPRESS
12506	NORTHEAST EXPRESS
12507	ERS-GHY EXPRESS
12508	GHY-ERS EXPRESS
12509	SBC -GHY EXP
12510	GHY-SBC EXP
12511	RAPTISAGAR EXPRESS
12512	TVC-GKP EXP
12513	SC - GHY EXPRESS
12514	GHY - SC EXPRESS
12515	TVC - GHY EXPRESS
12516	GHY-TVC EXPRESS
12517	KOLKATA-GHY GARIB RATH
12518	GHY-KOLKATA GARIB RATH
12519	LTT-KYQ AC EXPRESS
12520	KYQ-LTT AC EXPRESS
12521	RAPTI SAGAR EXP.
12522	RAPTI SAGAR EXP.
12523	NJP-NDLS BI-WEEKLY EXP.
12524	NDLS-NJP BI-WEEKLY EXP.
12525	KOAA - DBRG S/F EXP
12526	DBRG - KOAA S/F EXP
12528	LATUR CSTM EXP
12529	HBJ-JBP INTERCITY S.F
12530	JBP-HBJ INTERCITY S.F
12531	INTERCITY EXP
12532	LJN- GKP INTERCITY EXP.
12533	PUSHPAK SF EXP
12534	PUSHPAK SF EXP
12535	GARIB RATH
12536	GARIB RATH
12537	BAPU DHAM
12538	BAPU DHAM
12539	YPR-LKO EXPRESS
12540	LKO-YPR EXPRESS
12541	GKP-LTT-SUPER-FAST
12542	LTT-GKP-SUPER-FAST
12545	KARMBHOOMI EXPRESS(WEEKLY
12546	KARMBHOOMI EXPRESS(WEEKLY
12547	AF-ADI
12548	ADI-AF EXP
12549	DURG-JAT SUPER FAST EXP
12550	JAT-DURG SUPER FAST EXP
12553	VAISHALI EXP
12554	VAISHALI EXP
12555	GKP-BNW GORAKHDHAM SF
12556	BNW-GKP GRAKHDHAM EXP
12557	SAPT KRANTI EXP
12558	SAPT KRANTI EXP
12559	SHIV GANGA EXP
12560	SHIVGANGA
12561	SWATANTRTA SENANI  EXP
12562	SWATANTRTA SENANI  EXP
12565	BIHAR SAMPARK KRANTI EXP
12566	BIHAR SAMPARK KRANTI EXP
12567	SHC-PNBE RAJYA RANI EXP
12568	PNBE-SHC RAJYA RANI EXP
12569	JYG -ANVT GARIBRATH EXP
12570	ANVT-JYG GARIBRATH EXP
12571	HWH-SRI SATYA SAI NILAYAM
12573	SNSI-HWH EXP
12574	HWH-SNSI EXP
12575	KGP  PRR  EXRES
12576	PRR KGP EXP
12577	BAGMATI EXP
12578	BAGMATI  EXP
12586	SBP-HWH S/F WEEKLY
12587	AMAR NATH EXP
12588	JAMMU GKP EXP
12589	GKP-SC EXP
12590	SC-GKP EXP
12591	GKP-SBC EXP
12592	SBC-GKP EXP
12593	LJN-BPL-EXP
12594	BPL-LJN-EXP
12601	MANGALORE MAIL
12602	MANGALORE-CHENNAI MAIL
12603	MAS-HYB EXP
12604	MAS-HYB CHENNAI EXPRESS
12605	MS-KKDI PALLAVAN EXP
12606	KKDI-MS PALLAVAN EXP
12607	MAS-SBC EXP
12608	LALBAGH EXP
12609	MAS-SBC EXP
12610	SBC-MAS EXP
12611	MAS-NZM GARIB RATH EXP
12612	NZM-MAS GARIB RATH EXP
12613	TIPU EXPRESS
12614	TIPPU EXP
12615	MAS-NDLS GRAND TRUNK EXP
12616	G T EXPRESS
12617	MANGALA LDWEEP
12618	MNGLA LKSDP EXP
12619	LTT-MAQ EXPRESS
12620	MAQ-LTT EXPRESS
12621	MAS-NDLS TAMIL NADU EXP
12622	NDLS-MAS TAMIL NADU EXP
12623	MAS-TRIVANDRUM MAIL
12624	TVC-CHENNAI MAIL
12625	KERALA EXPRESS
12626	NDLS-TVC KERALA EXP
12627	SBC-NDLS KARNATAKA EXP
12628	NDLS-SBC KARNATAKA EXP
12629	SAMPARKRANTHI EXPRESS
12630	SAMPARKRANTHI-EXPRESS
12631	MS-TEN NELLAI EXP
12632	TEN-MS NELLAI EXP
12633	MS-CAPE EXP.
12634	CAPE-MS EXP.
12635	VAIGAI EXP
12636	VAIGAI EXP
12637	MS-MDU PANDIYAN EXP
12638	MDU-MS PANDIYAN EXP
12639	MAS-SBC BRINDAVAN EXP
12640	SBC-MAS BRINDAVAN EXP
12641	CAPE-NZM TIRUKKURAL EXP
12642	NZM-CAPE TIRUKKURAL EXPRE
12643	TVC-NIZAMUDDIN EXP
12644	NZM-TVC SWARNA JAYANTI
12645	ERS-NZM MILLENNIUM  EXP
12646	ERS-NZM  MILLENNIUM EXP
12647	KONGU EXPRESS
12648	KONGU EXPRESS
12649	SAMPARKAKRANTHI-EXPRESS
12650	SAMPARKAKRANTHI-EXPRESS
12651	MDU-NZM EXP
12652	NZM-MDU EXP.
12653	TPJ-MAQ EXP
12654	MAQ-TPJ EXP
12655	NAVAJEEVAN EXPRESS
12656	NAVAJEEVAN EXP
12657	MAS-SBC MAIL
12658	SBC-MAS MAIL
12659	NCJ-SHM GURUDEV EXPRESS
12660	SHM-NCJ GURUDEV EXP
12661	MS-SCT POTHIGAI EXP
12662	SCT-MS POTHIGAIEXP
12663	HWH-TPJ EXPRESS
12664	TPJ-HWH EXP
12665	HWH-CAPE EXP
12666	CAPE HWH EXP
12667	MS-NCJ EXP.
12668	NCJ-MS EXP.
12669	MAS-CPR GANGA KAVERI EXP
12670	CPR-MAS GANGA KAVERI
12671	MAS-MTP NILAGIRI EXP
12672	MTP-MAS NILAGIRI EXP
12673	MAS-CBE CHERAN EXPRESS
12674	CBE-MAS CHERAN EXPRESS
12675	MAS-CBE KOVAI EXPRESS
12676	CBE-MAS KOVAI EXP
12677	SBC-CBE INTER CITY EXP
12678	ERS-SBC INTERCITY EXP
